iter	Passed	Remaining
1661	95401	19401
1662	95456	19343
1663	95512	19286
1664	95574	19229
1665	95626	19171
1666	95674	19111
1667	95728	19053
1668	95788	18996
1669	95839	18938
1670	95892	18880
1671	95954	18823
1672	96007	18765
1673	96060	18707
1674	96119	18649
1675	96165	18590
1676	96219	18532
1677	96275	18474
1678	96325	18416
1679	96381	18358
1680	96435	18300
1681	96492	18242
1682	96554	18186
1683	96611	18128
1684	96666	18071
1685	96720	18013
1686	96769	17954
1687	96823	17896
1688	96878	17838
1689	96932	17780
1690	96983	17721
1691	97038	17664
1692	97090	17605
1693	97150	17548
1694	97207	17491
1695	97259	17433
1696	97317	17376
1697	97361	17316
1698	97414	17258
1699	97469	17200
1700	97522	17142
1701	97575	17084
1702	97629	17026
1703	97691	16969
1704	97745	16911
1705	97803	16854
1706	97858	16797
1707	97917	16739
1708	97972	16682
1709	98023	16623
1710	98076	16565
1711	98136	16508
1712	98191	16451
1713	98248	16393
1714	98301	16335
1715	98358	16278
1716	98413	16220
1717	98465	16162
1718	98522	16105
1719	98578	16047
1720	98637	15990
1721	98689	15932
1722	98745	15874
1723	98800	15817
1724	98856	15759
1725	98912	15702
1726	98965	15644
1727	99022	15586
1728	99074	15528
1729	99132	15471
1730	99182	15413
1731	99237	15355
1732	99297	15298
1733	99352	15241
1734	99409	15183
1735	99467	15126
1736	99513	15067
1737	99571	15010
1738	99631	14953
1739	99686	14895
1740	99745	14838
1741	99797	14780
1742	99851	14722
1743	99908	14665
1744	99961	14607
1745	100019	14550
1746	100078	14493
1747	100136	14436
1748	100195	14379
1749	100249	14321
1750	100305	14263
1751	100355	14205
1752	100405	14147
1753	100461	14089
1754	100516	14032
1755	100566	13973
1756	100620	13916
1757	100684	13859
1758	100736	13801
1759	100796	13744
1760	100846	13686
1761	100902	13629
1762	100962	13572
1763	101019	13515
1764	101075	13457
1765	101132	13400
1766	101186	13342
1767	101244	13285
1768	101301	13228
1769	101352	13170
1770	101409	13112
1771	101467	13055
1772	101526	12998
1773	101589	12942
1774	101647	12884
1775	101702	12827
1776	101758	12769
1777	101816	12712
1778	101865	12654
1779	101918	12596
1780	101967	12538
1781	102027	12481
1782	102082	12423
1783	102140	12366
1784	102202	12310
1785	102253	12252
1786	102308	12194
1787	102360	12136
1788	102416	12079
1789	102472	12021
1790	102535	11965
1791	102589	11907
1792	102644	11850
1793	102701	11792
1794	102760	11735
1795	102820	11678
1796	102871	11620
1797	102922	11563
1798	102974	11505
1799	103028	11447
1800	103084	11390
1801	103137	11332
1802	103193	11275
1803	103249	11217
1804	103306	11160
1805	103367	11103
1806	103422	11046
1807	103483	10989
1808	103539	10932
1809	103595	10874
1810	103654	10817
1811	103705	10759
1812	103751	10701
1813	103811	10644
1814	103867	10586
1815	103923	10529
1816	103980	10472
1817	104034	10414
1818	104087	10357
1819	104143	10299
1820	104194	10242
1821	104251	10184
1822	104305	10127
1823	104367	10070
1824	104420	10012
1825	104475	9955
1826	104538	9898
1827	104590	9841
1828	104649	9784
1829	104701	9726
1830	104755	9668
1831	104817	9612
1832	104871	9554
1833	104931	9497
1834	104994	9440
1835	105051	9383
1836	105108	9326
1837	105157	9268
1838	105213	9211
1839	105271	9154
1840	105328	9096
1841	105389	9039
1842	105442	8982
1843	105494	8924
1844	105548	8867
1845	105607	8810
1846	105670	8753
1847	105724	8695
1848	105781	8638
1849	105833	8581
1850	105888	8523
1851	105949	8466
1852	106003	8409
1853	106059	8352
1854	106118	8294
1855	106171	8237
1856	106227	8180
1857	106282	8122
1858	106342	8065
1859	106396	8008
1860	106446	7950
1861	106496	7892
1862	106552	7835
1863	106615	7778
1864	106666	7721
1865	106722	7663
1866	106785	7607
1867	106834	7549
1868	106893	7492
1869	106939	7434
1870	106997	7377
1871	107060	7320
1872	107111	7262
1873	107162	7205
1874	107212	7147
1875	107272	7090
1876	107319	7032
1877	107375	6975
1878	107427	6917
1879	107486	6860
1880	107530	6802
1881	107584	6745
1882	107641	6688
1883	107701	6631
1884	107757	6574
1885	107814	6516
1886	107866	6459
1887	107923	6402
1888	107979	6345
1889	108033	6287
1890	108085	6230
1891	108136	6172
1892	108189	6115
1893	108242	6057
1894	108300	6000
1895	108352	5943
1896	108416	5886
1897	108469	5829
1898	108529	5772
1899	108584	5714
1900	108634	5657
1901	108688	5600
1902	108740	5542
1903	108802	5485
1904	108860	5428
1905	108912	5371
1906	108964	5313
1907	109022	5256
1908	109076	5199
1909	109132	5142
1910	109185	5085
1911	109237	5027
1912	109291	4970
1913	109342	4912
1914	109398	4855
1915	109456	4798
1916	109509	4741
1917	109567	4684
1918	109617	4626
1919	109672	4569
1920	109728	4512
1921	109784	4455
1922	109840	4398
1923	109932	4342
1924	110003	4285
1925	110056	4228
1926	110108	4171
1927	110168	4114
1928	110229	4057
1929	110284	3999
1930	110337	3942
1931	110386	3885
1932	110436	3827
1933	110498	3770
1934	110549	3713
1935	110599	3656
1936	110657	3599
1937	110706	3541
1938	110772	3484
1939	110825	3427
1940	110884	3370
1941	110942	3313
1942	111009	3256
1943	111062	3199
1944	111121	3142
1945	111173	3084
1946	111226	3027
1947	111281	2970
1948	111340	2913
1949	111396	2856
1950	111447	2799
1951	111502	2741
1952	111554	2684
1953	111606	2627
1954	111661	2570
1955	111706	2512
1956	111757	2455
1957	111808	2398
1958	111864	2341
1959	111920	2284
1960	111975	2226
1961	112026	2169
1962	112080	2112
1963	112132	2055
1964	112181	1998
1965	112230	1940
1966	112286	1883
1967	112343	1826
1968	112396	1769
1969	112453	1712
1970	112508	1655
1971	112560	1598
1972	112613	1541
1973	112668	1483
1974	112717	1426
1975	112768	1369
1976	112819	1312
1977	112876	1255
1978	112930	1198
1979	112982	1141
1980	113040	1084
1981	113104	1027
1982	113161	970
1983	113212	913
1984	113269	855
1985	113320	798
1986	113371	741
1987	113428	684
1988	113483	627
1989	113534	570
1990	113591	513
1991	113644	456
1992	113705	399
1993	113754	342
1994	113812	285
1995	113869	228
1996	113931	171
1997	113990	114
1998	114049	57
1999	114104	0
