iter	MultiClass
296	0.1700488299
297	0.169369713
298	0.1687287542
299	0.1681730072
300	0.1677244637
301	0.1671916385
302	0.1665985735
303	0.1660012065
304	0.1656152442
305	0.1650322733
306	0.1647288789
307	0.1641266048
308	0.1637428609
309	0.1631826213
310	0.162688492
311	0.1622315237
312	0.1617303028
313	0.1611453041
314	0.1605542781
315	0.1601467273
316	0.1596496851
317	0.1590586703
318	0.1586785786
319	0.1583138913
320	0.1578626815
321	0.1574179135
322	0.1569002462
323	0.1566688549
324	0.1560966391
325	0.1556388194
326	0.1551787479
327	0.1547151585
328	0.1541694383
329	0.1536523424
330	0.1530755557
331	0.1525887085
332	0.1522410837
333	0.1519124819
334	0.1514084602
335	0.1508704254
336	0.1502830965
337	0.1498680619
338	0.1494414208
339	0.1489707398
340	0.1486079234
341	0.1480846657
342	0.1476019525
343	0.1471396739
344	0.1467896292
345	0.1463548321
346	0.1458430241
347	0.1454350588
348	0.1451317203
349	0.1447625965
350	0.1444291774
351	0.1439076898
352	0.1435297715
353	0.1431320347
354	0.142779234
355	0.1423462519
356	0.1419697228
357	0.1416236104
358	0.1412526605
359	0.1408202162
360	0.1404389145
361	0.140161097
362	0.1398273082
363	0.1393624192
364	0.1389493004
365	0.1385453346
366	0.1381520679
367	0.1377478668
368	0.1374548129
369	0.1370537151
370	0.1366814769
371	0.136373209
372	0.1359645491
373	0.1355674957
374	0.1352120958
375	0.13478988
376	0.1344104156
377	0.1341450673
378	0.1338218767
379	0.1335213391
380	0.1331507029
381	0.1328313774
382	0.1325140574
383	0.1321365088
384	0.1317361168
385	0.1314548487
386	0.1311294959
387	0.1307586804
388	0.1304460881
389	0.1301910804
390	0.1298814121
391	0.1294657165
392	0.1292489006
393	0.1290067541
394	0.1287115828
395	0.1285340453
396	0.1281356251
397	0.1277864879
398	0.1275276711
399	0.1273522846
400	0.1270764165
401	0.1268080097
402	0.1265488343
403	0.1262121215
404	0.1259751061
405	0.1257213755
406	0.1254394464
407	0.1252006497
408	0.1249823549
409	0.1246957989
410	0.1244695946
411	0.1240838229
412	0.1236800587
413	0.1234865231
414	0.1231277287
415	0.1229116857
416	0.1225529249
417	0.1222989927
418	0.121994814
419	0.1216325914
420	0.121369663
421	0.1210738195
422	0.120840109
423	0.1205240325
424	0.120313468
425	0.1200399861
426	0.1198063653
427	0.1196176918
428	0.1193446357
429	0.1190457785
430	0.1187684427
431	0.1184409501
432	0.1182213446
433	0.1179637489
434	0.1176634017
435	0.1173211432
436	0.1171214682
437	0.1169591895
438	0.1165915222
439	0.1163423177
440	0.1160247736
441	0.1157758492
442	0.1155518183
443	0.1153142764
444	0.1150368286
445	0.1147038352
446	0.1145114647
447	0.1142859438
448	0.1140981778
449	0.1138672794
450	0.1136716935
451	0.113342274
452	0.1130554266
453	0.1127402688
454	0.112599758
455	0.112261107
456	0.1121086871
457	0.1117702266
458	0.1115450418
459	0.111354531
460	0.1111268031
461	0.1109160705
462	0.1107080827
463	0.1104090014
464	0.1102650736
465	0.1100191517
466	0.1097138191
467	0.1094827414
468	0.1092560106
469	0.1088404382
470	0.1084605034
471	0.1081971492
472	0.1079927688
473	0.1077696902
474	0.1074698024
475	0.1072371675
476	0.1069597981
477	0.1065688504
478	0.1064182343
479	0.1061922429
480	0.1060622519
481	0.1056888485
482	0.1053852972
483	0.1050832135
484	0.1048852414
485	0.1045838635
486	0.1043805698
487	0.1042279595
488	0.1040266376
489	0.1036562142
490	0.1033596761
491	0.1031065953
492	0.1029278479
493	0.1028122755
494	0.1026439359
495	0.1024444961
496	0.1022555201
497	0.1020178326
498	0.1018300554
499	0.101580638
500	0.1014312542
501	0.1013140125
502	0.1011169254
503	0.1010116488
504	0.1008118505
505	0.1006145841
506	0.1003438919
507	0.10005365
508	0.09987480175
509	0.09968580338
510	0.09953348437
511	0.09935499463
512	0.09915142087
513	0.09898982559
514	0.09880620477
515	0.0986599243
516	0.09845078254
517	0.09811600785
518	0.09796303905
519	0.0977796759
520	0.09764211153
521	0.09744431864
522	0.09715935347
523	0.09690613824
524	0.09681916762
525	0.09661761044
526	0.09636942546
527	0.09608550219
528	0.09594183206
529	0.09573434838
530	0.09557817546
531	0.09528395643
532	0.09512986731
533	0.09482245088
534	0.09470278926
535	0.09454943955
536	0.09440978018
537	0.09424207914
538	0.09408599585
539	0.093850829
540	0.09369946226
541	0.09354271238
542	0.09339197862
543	0.09320205039
544	0.09299233166
545	0.09273861788
546	0.09258335242
547	0.09234393956
548	0.0922109461
549	0.09197447969
550	0.09173782842
551	0.09157313544
552	0.09144686952
553	0.09133289354
554	0.0911936935
555	0.09107583
556	0.09078319622
557	0.090703138
558	0.09058264174
559	0.09033086611
560	0.09018568355
561	0.09007574073
562	0.08995304864
563	0.0897571715
564	0.0896056031
565	0.08944401342
566	0.08923704509
567	0.08902412784
568	0.08880102687
569	0.0886655631
570	0.08852658153
571	0.08838903396
572	0.08823882116
573	0.08804610892
574	0.08777238619
575	0.08759502237
576	0.08732585375
577	0.08717935481
578	0.08699739207
579	0.08680056265
580	0.08653215025
581	0.08634318549
582	0.08628855858
583	0.08617380957
584	0.08601944597
585	0.08590105032
586	0.08568845236
587	0.08558721444
588	0.08540887595
589	0.08528607182
590	0.08509724151
591	0.08497958526
592	0.08488384252
593	0.08469747132
594	0.0844957685
595	0.084325065
596	0.0842294623
597	0.08408412849
598	0.08396786145
599	0.08383449829
600	0.08370876452
601	0.08359357299
602	0.08342489167
603	0.08331125738
604	0.08313339502
605	0.08298914233
606	0.08288424656
607	0.0827286562
608	0.08261613664
609	0.08243960186
610	0.08225267049
611	0.08213871131
612	0.08194779159
613	0.08186102824
614	0.0817680639
615	0.0816846279
616	0.08158944532
617	0.08141882584
618	0.08129708042
619	0.08119146764
620	0.08096775049
621	0.08081191367
622	0.08069201678
623	0.08055050888
624	0.08044532182
625	0.08025133242
626	0.0800040885
627	0.07977606371
628	0.07965021792
629	0.07951653546
630	0.07940556194
631	0.07930505223
632	0.07907056878
633	0.07896018343
634	0.07882511178
635	0.07867074818
636	0.07855693464
637	0.07832646195
638	0.07819794418
639	0.07809974233
640	0.07804749611
641	0.07794375427
642	0.07779140164
643	0.07763641626
644	0.0774724571
645	0.07734144102
646	0.07715496898
647	0.07697342076
648	0.07676599869
649	0.07672131464
650	0.07655490758
651	0.0764475527
652	0.07633314539
653	0.07622999732
654	0.07610410671
655	0.07601415603
656	0.07590196696
657	0.07580275122
658	0.07569950233
659	0.07559600696
660	0.07549147529
661	0.07541392658
662	0.07530175432
663	0.07515709271
664	0.07497504594
665	0.07488008183
666	0.07478892681
667	0.07464699318
668	0.07448902774
669	0.07444180616
670	0.07436109815
671	0.07430539572
672	0.07425711544
673	0.07416964067
674	0.07407356744
675	0.07398190267
676	0.07376447053
677	0.07367367401
678	0.07359814189
679	0.07350609621
680	0.07338504539
681	0.07329306694
682	0.07313689401
683	0.07306680665
684	0.07296668345
685	0.0728858354
686	0.07272895667
687	0.07266280164
688	0.07253823301
689	0.07235499311
690	0.0722597209
691	0.07217358493
692	0.07206672859
693	0.07190223167
694	0.07180685304
695	0.07172280086
696	0.07157296336
697	0.07143769005
698	0.07137552897
699	0.07129488818
700	0.07119897179
701	0.07104319658
702	0.07094682086
703	0.07074833897
704	0.07060045083
705	0.07046444371
706	0.07039427792
707	0.07031567611
708	0.07021499275
709	0.07010623747
710	0.07003044207
711	0.06992358013
712	0.06987016317
713	0.06978367429
714	0.06964667568
715	0.06957537837
716	0.06951244987
717	0.0694464965
718	0.06933331034
719	0.06922740068
720	0.06914778498
721	0.06908579195
722	0.06903150673
723	0.0689796078
724	0.06880517363
725	0.06867784901
726	0.06854757793
727	0.06843581459
728	0.06838992619
729	0.0682675814
730	0.06818429104
731	0.06812080238
732	0.06805313491
733	0.06796316183
734	0.06787562545
735	0.0678069385
736	0.06764233515
737	0.06756513374
738	0.06744616672
739	0.06729251453
740	0.06717086433
741	0.06701107837
742	0.06696752024
743	0.06684686714
744	0.06678225255
745	0.06662954703
746	0.06653750135
747	0.06644826769
748	0.06632898137
749	0.06621596327
750	0.06610087816
751	0.06602465704
752	0.06594273347
753	0.06584266629
754	0.06574966834
755	0.06570195942
756	0.06559764061
757	0.06545629515
758	0.06537465167
759	0.06518542364
760	0.06509155184
761	0.065031609
762	0.06499099731
763	0.06488306547
764	0.06477839376
765	0.06466616548
766	0.06459841399
767	0.0644680701
768	0.06430672689
769	0.06417861244
770	0.06410594834
771	0.06404980899
772	0.06399373686
773	0.06390885565
774	0.06377737463
775	0.06368129579
776	0.06362316227
777	0.06347597433
778	0.06337759323
779	0.06329430848
780	0.06325652561
781	0.06318118394
782	0.06314256643
783	0.06308855569
784	0.06301849074
785	0.06297199737
786	0.06283461225
787	0.06278152018
788	0.06269128382
789	0.06264166475
790	0.06255096346
791	0.06249928299
792	0.06238489809
793	0.06231395369
794	0.06218473012
795	0.06215020178
796	0.06206535978
797	0.06191319761
798	0.06182839482
799	0.06171183089
800	0.06162409845
801	0.06156902341
802	0.06143147585
803	0.06127802531
804	0.06119288642
805	0.06112312395
806	0.06099513834
807	0.06088884777
808	0.06083664635
809	0.06075647049
810	0.06068971049
811	0.06063694331
812	0.06056765138
813	0.06051497943
814	0.06043713383
815	0.06035467251
816	0.06027289459
817	0.06018652335
818	0.0601150748
819	0.0600246928
820	0.05997309076
821	0.05995473988
822	0.05989857252
823	0.05985927162
824	0.05978108993
825	0.05972792504
826	0.05964462347
827	0.05958367794
828	0.05946299123
829	0.05939181156
830	0.05924543025
831	0.05918144865
832	0.05907290623
833	0.05899511665
834	0.058944887
835	0.05881574185
836	0.05874259041
837	0.05867777977
838	0.0585933859
839	0.05849681972
840	0.05841463848
841	0.05835130106
842	0.05829486483
843	0.05818959375
844	0.05811444253
845	0.05801035899
846	0.05794194091
847	0.05786082398
848	0.05781209556
849	0.05776308707
850	0.05767408307
851	0.05757325966
852	0.05752963432
853	0.05743999733
854	0.05732249794
855	0.05722315336
856	0.05715867321
857	0.05706601136
858	0.05695040531
859	0.05690041653
860	0.05683029556
861	0.05678133187
862	0.05672074485
863	0.05663910136
864	0.05657321521
865	0.05651926049
866	0.05642978595
867	0.05635927847
868	0.05629785681
869	0.05624561618
870	0.05615566551
871	0.05606615736
872	0.05600648339
873	0.05596298128
874	0.05589553788
875	0.05576391682
876	0.05569828274
877	0.05565031054
878	0.05553780778
879	0.05550404127
880	0.0554227731
881	0.0553591612
882	0.05530028266
883	0.05526567591
884	0.05517747854
885	0.05504337596
886	0.05500979991
887	0.05497025253
888	0.05488821133
889	0.05479200926
890	0.05471849932
891	0.05463322599
892	0.05450890383
893	0.05441814652
894	0.0543613854
895	0.05429878179
896	0.05420304465
897	0.05412688514
898	0.05405906083
899	0.05401229298
900	0.05391726165
901	0.05387326099
902	0.05380924018
903	0.05377727178
904	0.05372027539
905	0.05367057789
906	0.05358795973
907	0.0535548374
908	0.05349671508
909	0.05343098577
910	0.0533851982
911	0.05333494615
912	0.05328114267
913	0.05316453393
914	0.05304074953
915	0.05298390438
916	0.05289965054
917	0.05281843838
918	0.05277137364
919	0.05267814603
920	0.05263960694
921	0.05259795896
922	0.05251889222
923	0.05245343739
924	0.05239629535
925	0.0523606299
926	0.05231431017
927	0.05223981995
928	0.05219664833
929	0.05213657105
930	0.05209552244
931	0.05198667193
932	0.05194743264
933	0.05191525699
934	0.05180502848
935	0.05175661936
936	0.05171861242
937	0.05161540274
938	0.05154235773
939	0.0514925594
940	0.05141690964
941	0.05135343779
942	0.05128252139
943	0.0512558129
944	0.05116105045
945	0.05112547461
946	0.05099648631
947	0.05088117154
948	0.05085242967
949	0.05078479022
950	0.05075852986
951	0.05070120858
952	0.05065391417
953	0.05057808516
954	0.05053472309
955	0.0505020993
956	0.05043857143
957	0.05037742424
958	0.05033549618
959	0.05025518588
960	0.05018765286
961	0.05012117854
962	0.0500702823
963	0.05001518485
964	0.0499437419
965	0.0498943917
966	0.04983114391
967	0.0497803485
968	0.04972152598
969	0.04967178927
970	0.04961170079
971	0.0495693302
972	0.04951964391
973	0.04946021081
974	0.04935521981
975	0.04931784026
976	0.04927155975
977	0.04923337917
978	0.04920034086
979	0.0491382358
980	0.04909286835
981	0.04902770481
982	0.04899468331
983	0.04895003847
984	0.04891094482
985	0.04882310596
986	0.04875273291
987	0.04868640984
988	0.04865451986
989	0.04856970587
990	0.04850557862
991	0.04844408413
992	0.0483410649
993	0.04828842656
994	0.04820423994
995	0.04812103361
996	0.04809013512
997	0.04806019451
998	0.04800103029
999	0.04789928823
1000	0.04779146841
1001	0.04768890291
1002	0.04765113125
1003	0.0476085366
1004	0.04755021822
1005	0.04746364532
1006	0.04742944748
1007	0.04738069106
1008	0.04732534154
1009	0.0472977536
1010	0.04726571799
1011	0.04723054547
1012	0.04718582221
1013	0.04712641712
1014	0.0470985379
1015	0.04707131407
1016	0.0470206587
1017	0.04697709497
1018	0.04694281031
1019	0.04690845002
1020	0.0468558649
1021	0.04677176511
1022	0.04674095904
1023	0.04670447575
1024	0.04665158814
1025	0.04660587339
1026	0.04652841431
1027	0.04647200608
1028	0.04638494024
1029	0.04632929663
1030	0.04629706776
1031	0.0462770168
1032	0.04619797526
1033	0.04614901718
1034	0.04610083492
1035	0.04599586632
1036	0.04594352207
1037	0.04588120134
1038	0.04585235304
1039	0.04581946598
1040	0.04579496734
1041	0.04574151396
1042	0.04570577008
1043	0.04568296592
1044	0.04563818664
1045	0.04559060375
1046	0.04550723217
1047	0.04546263495
1048	0.04539645191
1049	0.04535164742
1050	0.04526900685
1051	0.04521664019
1052	0.04516908811
1053	0.04513620665
1054	0.04509926683
1055	0.04505057202
1056	0.04499395933
1057	0.0449263899
1058	0.04490477608
1059	0.04487942879
1060	0.0448266168
1061	0.04475062254
1062	0.04469112783
1063	0.04465566683
1064	0.04462831136
1065	0.04457956614
1066	0.04453538343
1067	0.04447983225
1068	0.04443522102
1069	0.0443788268
1070	0.04433449845
1071	0.04427088935
1072	0.04423198056
1073	0.04415002338
1074	0.04411447836
1075	0.04408642549
1076	0.044042324
1077	0.04401281192
1078	0.04395380734
1079	0.04391498538
1080	0.04388117125
1081	0.04382495908
1082	0.04378085199
1083	0.04375749608
1084	0.04372951883
1085	0.043698836
1086	0.04362609068
1087	0.04360004879
1088	0.04355997486
1089	0.04349323166
1090	0.04345526674
1091	0.04342701502
1092	0.04339316728
1093	0.04334828717
1094	0.04332122859
1095	0.043289305
1096	0.04323177646
1097	0.04318024724
1098	0.04315626394
1099	0.04309506633
1100	0.04306588754
1101	0.04299853937
1102	0.04295874272
1103	0.04292594529
1104	0.04289456506
1105	0.04285809857
1106	0.04280788293
1107	0.04275930015
1108	0.04270699511
1109	0.04265867561
1110	0.04263174866
1111	0.04260693073
1112	0.04257464024
1113	0.04254594878
1114	0.04251686802
1115	0.04248165909
1116	0.04240918545
1117	0.0423540908
1118	0.04233113259
1119	0.04229622055
1120	0.0422675403
1121	0.04224059655
1122	0.04221268092
1123	0.042187905
1124	0.04215171859
1125	0.04213633376
1126	0.04211522129
1127	0.04209234151
1128	0.04205758351
1129	0.04201282104
1130	0.04198936709
1131	0.04196696625
1132	0.04193784627
1133	0.04189753988
1134	0.04183698646
1135	0.04181286312
1136	0.04170893923
1137	0.04167437728
1138	0.04161504502
1139	0.04156391911
1140	0.04151003441
1141	0.04144757645
1142	0.04134963788
1143	0.04130738492
1144	0.04127657046
1145	0.04122537173
1146	0.04118139068
1147	0.0411473889
1148	0.04108163999
1149	0.04101261413
1150	0.04097716154
1151	0.04095662043
1152	0.04092828468
1153	0.0408908127
1154	0.04084690447
1155	0.04081359729
1156	0.04074908913
1157	0.04070509688
1158	0.04067816993
1159	0.04059663008
1160	0.04053721379
1161	0.04046964155
1162	0.04039598877
1163	0.04036649348
1164	0.04032257125
1165	0.04027609748
1166	0.04025544714
1167	0.04022936884
1168	0.04018988868
1169	0.04014722681
1170	0.04011251083
1171	0.04007646166
1172	0.04003642414
1173	0.04000763466
1174	0.03998696471
1175	0.0399420594
1176	0.03989763862
1177	0.03985258206
1178	0.03980878026
1179	0.03975946928
1180	0.03973126797
1181	0.03969544006
1182	0.03965877471
1183	0.03962088822
1184	0.0395481653
1185	0.03950162151
1186	0.03946847958
1187	0.03940108939
1188	0.03934537857
1189	0.03931967277
1190	0.03926849365
1191	0.03922700812
1192	0.03920476692
1193	0.03916834525
1194	0.039116746
1195	0.03910521789
1196	0.03909182443
1197	0.03906546885
1198	0.03905126317
1199	0.03902943089
1200	0.03899965272
1201	0.03898347527
1202	0.03894455247
1203	0.03892286023
1204	0.03886959451
1205	0.03884560561
1206	0.03879060899
1207	0.03876644084
1208	0.03870993739
1209	0.03867441197
1210	0.03863423441
1211	0.03859543485
1212	0.03855327713
1213	0.03852793544
1214	0.03847069537
1215	0.03842545116
1216	0.03840273102
1217	0.03837729971
1218	0.03831093742
1219	0.03829532293
1220	0.03823548091
1221	0.03821681355
1222	0.03817223592
1223	0.03814966983
1224	0.03809653855
1225	0.03806338821
1226	0.03799802861
1227	0.03793951698
1228	0.03792221361
1229	0.03790626022
1230	0.03788270824
1231	0.03785462737
1232	0.03782879554
1233	0.03778250382
1234	0.03772494446
1235	0.0377108116
1236	0.03766392611
1237	0.03764553042
1238	0.0376193821
1239	0.03757741763
1240	0.0375526277
1241	0.03750261931
1242	0.03746458157
1243	0.03740214881
1244	0.03737285239
1245	0.03735606436
1246	0.03733596578
1247	0.03728439734
1248	0.03725821261
1249	0.03723622349
1250	0.03717618822
1251	0.03714328715
1252	0.03711030207
1253	0.03708229401
1254	0.03707144929
1255	0.0370568711
1256	0.03703387928
1257	0.03699253939
1258	0.03694923334
1259	0.03690398072
1260	0.0368844507
1261	0.03686161573
1262	0.0368291768
1263	0.03680767782
1264	0.03677368444
1265	0.03675188857
1266	0.03671031621
1267	0.03668571674
1268	0.03667110494
1269	0.03662980986
1270	0.03656869068
1271	0.03654294007
1272	0.03651310029
1273	0.03648942228
1274	0.03645739786
1275	0.03643532752
1276	0.03641139743
1277	0.03635834737
1278	0.03631887562
1279	0.03628164171
1280	0.0362482393
1281	0.03622430922
1282	0.03618165855
1283	0.03615667816
1284	0.03613007331
1285	0.03610337043
1286	0.03606471931
1287	0.03603278453
1288	0.03598743108
1289	0.03597126483
1290	0.035952393
1291	0.0359318519
1292	0.03587800641
1293	0.03585279075
1294	0.03583056356
1295	0.0357938534
1296	0.0357517713
1297	0.03574129628
1298	0.03571757066
1299	0.0356860784
1300	0.03562374647
1301	0.03560551883
1302	0.03557461754
1303	0.03555583254
1304	0.03553421312
1305	0.0354952007
1306	0.03544883056
1307	0.03543116308
1308	0.03539375552
1309	0.03533933026
1310	0.03532439917
1311	0.03529162694
1312	0.03525628357
1313	0.03523336178
1314	0.0352049252
1315	0.03517905136
1316	0.03514532126
1317	0.03513090271
1318	0.03511040921
1319	0.03508258601
1320	0.03505654972
1321	0.03500117779
1322	0.03497472699
1323	0.03494546417
1324	0.03490961666
1325	0.03486659348
1326	0.03484418424
1327	0.03481289924
1328	0.03477686407
1329	0.03475835075
1330	0.03474190722
1331	0.03471905264
1332	0.03470270714
1333	0.03467643559
1334	0.0346420781
1335	0.03458011028
1336	0.03455787748
1337	0.03454282875
1338	0.03452562901
1339	0.03450958879
1340	0.03448502013
1341	0.03446873344
1342	0.0344313875
1343	0.03438882926
1344	0.03436367242
1345	0.03431259413
1346	0.03428551314
1347	0.03423554397
1348	0.03420707098
1349	0.03417023758
1350	0.03413180773
1351	0.0341056258
1352	0.03406387699
1353	0.03403980686
1354	0.03400049756
1355	0.03396237859
1356	0.03390737077
1357	0.03388237078
1358	0.03384042031
1359	0.03380471564
1360	0.03375070491
1361	0.03371260555
1362	0.03365121749
1363	0.03363546856
1364	0.0335803319
1365	0.03355010281
1366	0.03352794283
1367	0.03350190934
1368	0.03346503394
1369	0.03344571678
1370	0.03342955333
1371	0.03340683319
1372	0.03338674582
1373	0.03337183433
1374	0.03333491971
1375	0.03329065858
1376	0.03327190999
1377	0.03325260683
1378	0.03323948506
1379	0.03322539421
1380	0.0332041809
1381	0.03318266231
1382	0.03313535671
1383	0.03310306622
1384	0.03307944142
1385	0.03304347068
1386	0.03301861913
1387	0.03299110962
1388	0.03297101944
1389	0.0329479436
1390	0.03289882867
1391	0.03286127827
1392	0.03284756833
1393	0.0328175689
1394	0.03276559995
1395	0.03274449868
1396	0.03273209951
1397	0.03270377217
1398	0.03267904105
1399	0.03264124418
1400	0.03260955306
1401	0.03257727938
1402	0.03256058938
1403	0.03253372405
1404	0.03251973123
1405	0.03250463769
1406	0.03247959288
1407	0.03246134283
1408	0.03242703576
1409	0.03240028247
1410	0.03236138768
1411	0.03234049647
1412	0.03231303457
1413	0.03228930615
1414	0.03227659609
1415	0.03225387316
1416	0.03222348722
1417	0.03220846649
1418	0.03218928378
1419	0.03215932916
1420	0.03213078615
1421	0.03210065508
1422	0.03207974707
1423	0.03205294896
1424	0.03203294001
1425	0.03200408331
1426	0.03199308454
1427	0.03196523053
1428	0.03191940375
1429	0.03188630383
1430	0.03186690545
1431	0.03184897469
1432	0.03181758326
1433	0.0317954541
1434	0.03177065016
1435	0.03173807679
1436	0.03172011522
1437	0.03167502786
1438	0.03164649885
1439	0.03161697836
1440	0.03158983295
1441	0.03154660252
1442	0.03151866168
1443	0.03148970975
1444	0.03143709382
1445	0.03141657231
1446	0.03139458039
1447	0.0313793216
1448	0.03135417877
1449	0.03134244899
1450	0.03130221542
1451	0.03126943759
1452	0.03123960901
1453	0.03119445442
1454	0.031183943
1455	0.03115708887
1456	0.03114128113
1457	0.03110517034
1458	0.03108385901
1459	0.03105542803
1460	0.03101414136
1461	0.03098256507
1462	0.03095807483
1463	0.03092561909
1464	0.03089553004
1465	0.03087171479
1466	0.03085499958
1467	0.03083800149
1468	0.03080834376
1469	0.03079337346
1470	0.03075932126
1471	0.03072655744
1472	0.03069563934
1473	0.03067310966
1474	0.03065843624
1475	0.03064444062
1476	0.03060470279
1477	0.03057014645
1478	0.03053181742
1479	0.03048613068
1480	0.03045784254
1481	0.03045020475
1482	0.03041456449
1483	0.03039436788
1484	0.03035024679
1485	0.03032544846
1486	0.0303162058
1487	0.0303008966
1488	0.03027612347
1489	0.03025169765
1490	0.03023257655
1491	0.03022153857
1492	0.03017529727
1493	0.03014637335
1494	0.03012054432
1495	0.03009802024
1496	0.03005799673
1497	0.03004451925
1498	0.0300227654
1499	0.03000689883
1500	0.02998678065
1501	0.0299696033
1502	0.02993758449
1503	0.02990938038
1504	0.02989417481
1505	0.02987456917
