iter	MultiClass
1506	0.02985314021
1507	0.02982881801
1508	0.02980316263
1509	0.02978604411
1510	0.02975119928
1511	0.0297380635
1512	0.02971943815
1513	0.02969143849
1514	0.02965387409
1515	0.02963255155
1516	0.02962207654
1517	0.02960433904
1518	0.02956723677
1519	0.02954981856
1520	0.02953498549
1521	0.02949597587
1522	0.02948471943
1523	0.02947259474
1524	0.02944371284
1525	0.02943153213
1526	0.02940331122
1527	0.02937965841
1528	0.02936402712
1529	0.02934420862
1530	0.0293222447
1531	0.02931366023
1532	0.02929474919
1533	0.02926433524
1534	0.02923909718
1535	0.02921422043
1536	0.02918002259
1537	0.02916170252
1538	0.02915028083
1539	0.02914429831
1540	0.02911285927
1541	0.02909630651
1542	0.02908418742
1543	0.02905532512
1544	0.02903381493
1545	0.02901830407
1546	0.02900159447
1547	0.02895218265
1548	0.02894041087
1549	0.02889481655
1550	0.02888395223
1551	0.02886226839
1552	0.02883760169
1553	0.02880779272
1554	0.02878727402
1555	0.0287750541
1556	0.02874711887
1557	0.02870504797
1558	0.02868206175
1559	0.02867605963
1560	0.02865849297
1561	0.02864334902
1562	0.0286248525
1563	0.0286095769
1564	0.02859570171
1565	0.02856695144
1566	0.02855726906
1567	0.02853874453
1568	0.02849383921
1569	0.02847491977
1570	0.02845533374
1571	0.02843090511
1572	0.02841260465
1573	0.02838941958
1574	0.02837953834
1575	0.02835892441
1576	0.02834040828
1577	0.02833147931
1578	0.0283112883
1579	0.02828955125
1580	0.02826497978
1581	0.02824344159
1582	0.02823287975
1583	0.02820822706
1584	0.0281944667
1585	0.02818795483
1586	0.02817457538
1587	0.02815406788
1588	0.02813254929
1589	0.02812185582
1590	0.02810390545
1591	0.0280884198
1592	0.02806122958
1593	0.02802711296
1594	0.0280105518
1595	0.02799813023
1596	0.02798766082
1597	0.02796280367
1598	0.02795330333
1599	0.02792597027
1600	0.02790479618
1601	0.02787404053
1602	0.02783839468
1603	0.02782572944
1604	0.02781080394
1605	0.02780158089
1606	0.02778459961
1607	0.02776668005
1608	0.02775515194
1609	0.02772577149
1610	0.02770925794
1611	0.02768248503
1612	0.0276618655
1613	0.02765429493
1614	0.02761900758
1615	0.0276013485
1616	0.02758534189
1617	0.02755904793
1618	0.02753780382
1619	0.02750559455
1620	0.02745963053
1621	0.02743438687
1622	0.02742716359
1623	0.02741384856
1624	0.02738156088
1625	0.02735602593
1626	0.02732613853
1627	0.02730150265
1628	0.02728516835
1629	0.02727139679
1630	0.02725827221
1631	0.02724254289
1632	0.02723169817
1633	0.02722211661
1634	0.02721322686
1635	0.02720346045
1636	0.02718901669
1637	0.02716875286
1638	0.02714086804
1639	0.02712796193
1640	0.02711304204
1641	0.02709248132
1642	0.02706861286
1643	0.02704037794
1644	0.02702436013
1645	0.0270065358
1646	0.02699590955
1647	0.02697295414
1648	0.02694774129
1649	0.02692998979
1650	0.02691569727
1651	0.02689732119
1652	0.0268852105
1653	0.02686972485
1654	0.02686024973
1655	0.02683177954
1656	0.02682384485
1657	0.02680645185
1658	0.02679026319
1659	0.02677762316
1660	0.02674471649
1661	0.02672871269
1662	0.02671012374
1663	0.02669008678
1664	0.02665968964
1665	0.0266484304
1666	0.02664124353
1667	0.02663325283
1668	0.02661327188
1669	0.0266039564
1670	0.02658684348
1671	0.02655851333
1672	0.02654639145
1673	0.02652592036
1674	0.02650680206
1675	0.02649601055
1676	0.02647571872
1677	0.02646044032
1678	0.02645143293
1679	0.02643100666
1680	0.0264120256
1681	0.02639622345
1682	0.02637052886
1683	0.02634811121
1684	0.02631829104
1685	0.02630473514
1686	0.02629366075
1687	0.02627870445
1688	0.02626204526
1689	0.02624961808
1690	0.02623624704
1691	0.02621946741
1692	0.02620719708
1693	0.02618177417
1694	0.0261648433
1695	0.02614626275
1696	0.02611632494
1697	0.02610729234
1698	0.02608892466
1699	0.02607257076
1700	0.0260595022
1701	0.02604632161
1702	0.02602532677
1703	0.02598901432
1704	0.02597232712
1705	0.02594729632
1706	0.025916958
1707	0.02589023831
1708	0.02587322061
1709	0.02586625781
1710	0.02585014198
1711	0.02583218601
1712	0.02582230757
1713	0.02580793384
1714	0.02579928495
1715	0.02577503277
1716	0.02576552964
1717	0.02575558958
1718	0.02572692053
1719	0.02570674353
1720	0.02567278936
1721	0.0256638912
1722	0.02564770535
1723	0.02561594981
1724	0.02559304763
1725	0.02557156825
1726	0.02555185618
1727	0.025532469
1728	0.02551617111
1729	0.02550029335
1730	0.02548736763
1731	0.0254712742
1732	0.02544388792
1733	0.02543080256
1734	0.02541387729
1735	0.02540182542
1736	0.02539492704
1737	0.02537584795
1738	0.02534693523
1739	0.02532308077
1740	0.02529713971
1741	0.0252887793
1742	0.02527608325
1743	0.02526272061
1744	0.02525307744
1745	0.02522524863
1746	0.02520702659
1747	0.02519170618
1748	0.02517723722
1749	0.02516334803
1750	0.02514012375
1751	0.0251316121
1752	0.02512266632
1753	0.02510316431
1754	0.02508455016
1755	0.02507341416
1756	0.02505326796
1757	0.02501662782
1758	0.02500197121
1759	0.02496842036
1760	0.02495923091
1761	0.0249508565
1762	0.02492590413
1763	0.02491390267
1764	0.02489135059
1765	0.0248618357
1766	0.02484200319
1767	0.02482054062
1768	0.02480564033
1769	0.02478959732
1770	0.02477011211
1771	0.0247526631
1772	0.02474060563
1773	0.02471193658
1774	0.02468429543
1775	0.02466986288
1776	0.02465490938
1777	0.02463395375
1778	0.0246163899
1779	0.02460443606
1780	0.02459621289
1781	0.02457551214
1782	0.02456603421
1783	0.02454918737
1784	0.02451935319
1785	0.02451194506
1786	0.02450156527
1787	0.02449039005
1788	0.02447380648
1789	0.02445665715
1790	0.02442542817
1791	0.0244095308
1792	0.02439103988
1793	0.02435744141
1794	0.02433460364
1795	0.02430201347
1796	0.02428720841
1797	0.02427878639
1798	0.02427194682
1799	0.02425714456
1800	0.02423928103
1801	0.02422664379
1802	0.02421611556
1803	0.02419974205
1804	0.02418983
1805	0.02415909116
1806	0.02414897185
1807	0.02412610327
1808	0.02411207404
1809	0.0240997785
1810	0.02407399148
1811	0.02406317757
1812	0.02405608873
1813	0.02404322463
1814	0.02402597447
1815	0.02401367613
1816	0.02399927439
1817	0.02398499868
1818	0.0239770612
1819	0.02394585742
1820	0.02393733177
1821	0.0239137938
1822	0.02390679459
1823	0.02388069108
1824	0.02387152684
1825	0.02386280794
1826	0.02382704725
1827	0.02381419435
1828	0.02378338549
1829	0.02376982959
1830	0.02375926775
1831	0.02372828244
1832	0.02370941061
1833	0.02368194591
1834	0.02365659582
1835	0.02363826735
1836	0.02362395523
1837	0.02361371829
1838	0.02359239575
1839	0.02357537806
1840	0.02356081107
1841	0.02353998148
1842	0.02352741986
1843	0.02351708489
1844	0.02349569234
1845	0.02346961824
1846	0.02344673706
1847	0.02342884691
1848	0.02341032378
1849	0.02339968072
1850	0.02338590636
1851	0.02335203202
1852	0.02334021822
1853	0.02332891137
1854	0.02330410323
1855	0.02329070558
1856	0.02327281403
1857	0.02325819102
1858	0.02324390411
1859	0.02322522834
1860	0.02321838177
1861	0.02321039528
1862	0.02319993987
1863	0.02317448615
1864	0.02316929345
1865	0.02315852435
1866	0.02313361259
1867	0.02312268665
1868	0.02310059809
1869	0.02309734776
1870	0.02308686294
1871	0.02306066841
1872	0.0230509202
1873	0.02304444334
1874	0.0230356236
1875	0.0230071086
1876	0.02300149999
1877	0.02299222232
1878	0.02298177812
1879	0.02295975258
1880	0.02295201675
1881	0.02294331605
1882	0.02292924621
1883	0.02291527859
1884	0.02289595583
1885	0.02287963834
1886	0.022872908
1887	0.0228544787
1888	0.02283620064
1889	0.02281771112
1890	0.02280514111
1891	0.02279892192
1892	0.02278395861
1893	0.02277136059
1894	0.02274347717
1895	0.02273730279
1896	0.0227091533
1897	0.02269991344
1898	0.02267803635
1899	0.02265853434
1900	0.02264976361
1901	0.02263914156
1902	0.02262142226
1903	0.02259888558
1904	0.02258424017
1905	0.0225631585
1906	0.02254901023
1907	0.02252681805
1908	0.02251892678
1909	0.02250617331
1910	0.02249577952
1911	0.02248946651
1912	0.0224734473
1913	0.02246611619
1914	0.02245514543
1915	0.02244004209
1916	0.02242953627
1917	0.02241152709
1918	0.02240352239
1919	0.02239152093
1920	0.02237625094
1921	0.02236860894
1922	0.02235758357
1923	0.02234215953
1924	0.02231792416
1925	0.02231330984
1926	0.02230063759
1927	0.02228972005
1928	0.02226575496
1929	0.02225354485
1930	0.02223789254
1931	0.02223023514
1932	0.02221979094
1933	0.0221953343
1934	0.0221845568
1935	0.0221793249
1936	0.02216812868
1937	0.02216141374
1938	0.02213491532
1939	0.02212768084
1940	0.02211455767
1941	0.02209105051
1942	0.02206585166
1943	0.02205456161
1944	0.02202865136
1945	0.02201014643
1946	0.02200438798
1947	0.0219846423
1948	0.02196570465
1949	0.02194840547
1950	0.02193798228
1951	0.02192847634
1952	0.02191245293
1953	0.02190045848
1954	0.02187704235
1955	0.02187099261
1956	0.02186431129
1957	0.021853601
1958	0.02183336939
1959	0.02181406623
1960	0.02180342457
1961	0.02179534005
1962	0.02178247735
1963	0.02177392229
1964	0.02176691327
1965	0.02175805292
1966	0.02173937295
1967	0.02172678473
1968	0.02171126126
1969	0.02169220458
1970	0.02167690518
1971	0.02166299358
1972	0.02165643409
1973	0.02164165284
1974	0.02163641253
1975	0.02162165369
1976	0.02161292218
1977	0.02159974719
1978	0.02159148061
1979	0.02157722451
1980	0.02155431112
1981	0.02153862801
1982	0.02152305132
1983	0.02150849134
1984	0.021488551
1985	0.02148214136
1986	0.02147250379
1987	0.02145669604
1988	0.02143880029
1989	0.02142886443
1990	0.02141514469
1991	0.02140331128
1992	0.02138287941
1993	0.02137723578
1994	0.02135836816
1995	0.02134853873
1996	0.02132669384
1997	0.0213098666
1998	0.0212934987
1999	0.02127904094
