3.7000000000000033,4.700000000000005
8.700000000000003,9.700000000000005
13.800000000000002,14.800000000000004
18.800000000000004,19.800000000000004
23.800000000000004,24.800000000000004
28.900000000000006,29.900000000000006
33.800000000000004,34.800000000000004
38.7,39.7
43.800000000000004,44.800000000000004
48.800000000000004,49.800000000000004
53.800000000000004,54.800000000000004
58.7,59.7
63.7,64.7
68.7,69.7
73.7,74.7
78.7,79.7
83.7,84.7
88.8,89.8
93.8,94.8
98.8,99.8
103.8,104.8
108.8,109.8
113.8,114.8
118.8,119.8
